Facility.ID,Jurisdiction,State,Name,Date,source,Residents.Confirmed,Staff.Confirmed,Residents.Deaths,Staff.Deaths,Residents.Recovered,Staff.Recovered,Residents.Tadmin,Staff.Tested,Residents.Negative,Staff.Negative,Residents.Pending,Staff.Pending,Residents.Quarantine,Staff.Quarantine,Residents.Active,Staff.Active,Population.Feb20,Residents.Population,Residents.Tested,Residents.Vadmin,Staff.Population,Staff.Vadmin,Address,Zipcode,City,County,Latitude,Longitude,County.FIPS,HIFLD.ID,jurisdiction_scraper,Description,Security,Age,Gender,Is.Different.Operator,Different.Operator,Capacity,BJS.ID,Source.Population.Feb20,Source.Capacity,Website,ICE.Field.Office,Notes,V1,Website.y,Web.Group,Residents.Vaccinated,Staff.Vaccinated,Community.Active
112,state,California,CENTRAL CALIFORNIA WOMENS FACILITY,2021-08-20,https://www.cdcr.ca.gov/covid19/updates/,814,333,1,NA,808,307,NA,NA,NA,NA,NA,NA,NA,NA,4,26,2814,2412,NA,NA,1334,NA,23370 ROAD 22,93610,CHOWCHILLA,Madera,37.09368073,-120.1527098,06039,10000801,state,Prison,Max/Min,Adult,Female,FALSE,NA,2004,050000000075700000000,Public Records,Public Records,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/,Prison,3681,1459,855
112,state,California,CENTRAL CALIFORNIA WOMENS FACILITY,2021-08-24,https://www.cdcr.ca.gov/covid19/updates/,814,345,1,NA,810,326,NA,NA,NA,NA,NA,NA,NA,NA,2,19,2814,2403,NA,NA,1343,NA,23370 ROAD 22,93610,CHOWCHILLA,Madera,37.09368073,-120.1527098,06039,10000801,state,Prison,Max/Min,Adult,Female,FALSE,NA,2004,050000000075700000000,Public Records,Public Records,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/,Prison,3689,1477,926
112,state,California,CENTRAL CALIFORNIA WOMENS FACILITY,2021-08-27,https://www.cdcr.ca.gov/covid19/updates/,814,345,1,NA,810,326,NA,NA,NA,NA,NA,NA,NA,NA,2,19,2814,2431,NA,NA,1342,NA,23370 ROAD 22,93610,CHOWCHILLA,Madera,37.09368073,-120.1527098,06039,10000801,state,Prison,Max/Min,Adult,Female,FALSE,NA,2004,050000000075700000000,Public Records,Public Records,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/,Prison,3738,1485,1035
112,state,California,CENTRAL CALIFORNIA WOMENS FACILITY,2021-08-31,https://www.cdcr.ca.gov/covid19/updates/,815,352,1,NA,812,338,NA,NA,NA,NA,NA,NA,NA,NA,1,14,2814,2427,NA,NA,1340,NA,23370 ROAD 22,93610,CHOWCHILLA,Madera,37.09368073,-120.1527098,06039,10000801,state,Prison,Max/Min,Adult,Female,FALSE,NA,2004,050000000075700000000,Public Records,Public Records,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/,Prison,3764,1493,1165
112,state,California,CENTRAL CALIFORNIA WOMENS FACILITY,2021-09-03,https://www.cdcr.ca.gov/covid19/updates/,815,352,1,NA,812,338,NA,NA,NA,NA,NA,NA,NA,NA,1,14,2814,2415,NA,NA,1333,NA,23370 ROAD 22,93610,CHOWCHILLA,Madera,37.09368073,-120.1527098,06039,10000801,state,Prison,Max/Min,Adult,Female,FALSE,NA,2004,050000000075700000000,Public Records,Public Records,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/,Prison,3775,1489,1202
112,state,California,CENTRAL CALIFORNIA WOMENS FACILITY,2021-09-07,https://www.cdcr.ca.gov/covid19/updates/,815,352,1,NA,812,338,NA,NA,NA,NA,NA,NA,NA,NA,1,14,2814,2406,NA,NA,1331,NA,23370 ROAD 22,93610,CHOWCHILLA,Madera,37.09368073,-120.1527098,06039,10000801,state,Prison,Max/Min,Adult,Female,FALSE,NA,2004,050000000075700000000,Public Records,Public Records,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/,Prison,3768,1493,1260
112,state,California,CENTRAL CALIFORNIA WOMENS FACILITY,2021-09-10,https://www.cdcr.ca.gov/covid19/updates/,815,356,1,NA,813,349,NA,NA,NA,NA,NA,NA,NA,NA,0,7,2814,2407,NA,NA,1333,NA,23370 ROAD 22,93610,CHOWCHILLA,Madera,37.09368073,-120.1527098,06039,10000801,state,Prison,Max/Min,Adult,Female,FALSE,NA,2004,050000000075700000000,Public Records,Public Records,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/,Prison,3784,1510,1224
112,state,California,CENTRAL CALIFORNIA WOMENS FACILITY,2021-09-14,https://www.cdcr.ca.gov/covid19/updates/,822,361,1,NA,820,354,NA,NA,NA,NA,NA,NA,NA,NA,0,7,2814,2404,NA,NA,1331,NA,23370 ROAD 22,93610,CHOWCHILLA,Madera,37.09368073,-120.1527098,06039,10000801,state,Prison,Max/Min,Adult,Female,FALSE,NA,2004,050000000075700000000,Public Records,Public Records,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/,Prison,3803,1516,1135
112,state,California,CENTRAL CALIFORNIA WOMENS FACILITY,2021-09-17,https://www.cdcr.ca.gov/covid19/updates/,822,361,1,NA,820,354,NA,NA,NA,NA,NA,NA,NA,NA,0,7,2814,2424,NA,NA,1329,NA,23370 ROAD 22,93610,CHOWCHILLA,Madera,37.09368073,-120.1527098,06039,10000801,state,Prison,Max/Min,Adult,Female,FALSE,NA,2004,050000000075700000000,Public Records,Public Records,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/,Prison,3811,1525,1138
112,state,California,CENTRAL CALIFORNIA WOMENS FACILITY,2021-09-21,https://www.cdcr.ca.gov/covid19/updates/,824,374,1,NA,820,356,NA,NA,NA,NA,NA,NA,NA,NA,2,18,2814,2415,NA,NA,1329,NA,23370 ROAD 22,93610,CHOWCHILLA,Madera,37.09368073,-120.1527098,06039,10000801,state,Prison,Max/Min,Adult,Female,FALSE,NA,2004,050000000075700000000,Public Records,Public Records,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/,Prison,3839,1534,1116
112,state,California,CENTRAL CALIFORNIA WOMENS FACILITY,2021-09-23,https://www.cdcr.ca.gov/covid19/updates/,824,374,1,NA,820,356,NA,NA,NA,NA,NA,NA,NA,NA,2,18,2814,2365,NA,NA,1328,NA,23370 ROAD 22,93610,CHOWCHILLA,Madera,37.09368073,-120.1527098,06039,10000801,state,Prison,Max/Min,Adult,Female,FALSE,NA,2004,050000000075700000000,Public Records,Public Records,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/,Prison,3816,1547,1147
112,state,California,CENTRAL CALIFORNIA WOMENS FACILITY,2021-09-28,https://www.cdcr.ca.gov/covid19/updates/,824,376,1,NA,820,367,NA,NA,NA,NA,NA,NA,NA,NA,2,9,2814,2358,NA,NA,1337,NA,23370 ROAD 22,93610,CHOWCHILLA,Madera,37.09368073,-120.1527098,06039,10000801,state,Prison,Max/Min,Adult,Female,FALSE,NA,2004,050000000075700000000,Public Records,Public Records,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/,Prison,3790,1576,1086
112,state,California,CENTRAL CALIFORNIA WOMENS FACILITY,2021-10-01,https://www.cdcr.ca.gov/covid19/updates/,824,376,1,NA,820,367,NA,NA,NA,NA,NA,NA,NA,NA,2,9,2814,2380,NA,NA,1337,NA,23370 ROAD 22,93610,CHOWCHILLA,Madera,37.09368073,-120.1527098,06039,10000801,state,Prison,Max/Min,Adult,Female,FALSE,NA,2004,050000000075700000000,Public Records,Public Records,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/,Prison,3805,1598,1038
112,state,California,CENTRAL CALIFORNIA WOMENS FACILITY,2021-10-05,https://www.cdcr.ca.gov/covid19/updates/,824,383,1,NA,822,374,NA,NA,NA,NA,NA,NA,NA,NA,0,9,2814,2371,NA,NA,1334,NA,23370 ROAD 22,93610,CHOWCHILLA,Madera,37.09368073,-120.1527098,06039,10000801,state,Prison,Max/Min,Adult,Female,FALSE,NA,2004,050000000075700000000,Public Records,Public Records,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/,Prison,3799,1602,1013
112,state,California,CENTRAL CALIFORNIA WOMENS FACILITY,2021-10-08,https://www.cdcr.ca.gov/covid19/updates/,824,383,1,1,822,374,NA,NA,NA,NA,NA,NA,NA,NA,0,9,2814,2347,NA,NA,1334,NA,23370 ROAD 22,93610,CHOWCHILLA,Madera,37.09368073,-120.1527098,06039,10000801,state,Prison,Max/Min,Adult,Female,FALSE,NA,2004,050000000075700000000,Public Records,Public Records,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/,Prison,3757,1625,1038
112,state,California,CENTRAL CALIFORNIA WOMENS FACILITY,2021-10-12,https://www.cdcr.ca.gov/covid19/updates/,824,387,1,1,822,378,NA,NA,NA,NA,NA,NA,NA,NA,0,9,2814,2332,NA,NA,1336,NA,23370 ROAD 22,93610,CHOWCHILLA,Madera,37.09368073,-120.1527098,06039,10000801,state,Prison,Max/Min,Adult,Female,FALSE,NA,2004,050000000075700000000,Public Records,Public Records,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/,Prison,3780,1640,968
112,state,California,CENTRAL CALIFORNIA WOMENS FACILITY,2021-10-15,https://www.cdcr.ca.gov/covid19/updates/,824,387,1,1,822,378,NA,NA,NA,NA,NA,NA,NA,NA,0,9,2814,2341,NA,NA,1336,NA,23370 ROAD 22,93610,CHOWCHILLA,Madera,37.09368073,-120.1527098,06039,10000801,state,Prison,Max/Min,Adult,Female,FALSE,NA,2004,050000000075700000000,Public Records,Public Records,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/,Prison,3763,1674,917
112,state,California,CENTRAL CALIFORNIA WOMENS FACILITY,2021-10-19,https://www.cdcr.ca.gov/covid19/updates/,824,393,1,1,822,384,NA,NA,NA,NA,NA,NA,NA,NA,0,9,2814,2334,NA,NA,1339,NA,23370 ROAD 22,93610,CHOWCHILLA,Madera,37.09368073,-120.1527098,06039,10000801,state,Prison,Max/Min,Adult,Female,FALSE,NA,2004,050000000075700000000,Public Records,Public Records,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/,Prison,3776,1702,899
112,state,California,CENTRAL CALIFORNIA WOMENS FACILITY,2021-10-22,https://www.cdcr.ca.gov/covid19/updates/,824,393,1,1,822,384,NA,NA,NA,NA,NA,NA,NA,NA,0,9,2814,2352,NA,NA,1342,NA,23370 ROAD 22,93610,CHOWCHILLA,Madera,37.09368073,-120.1527098,06039,10000801,state,Prison,Max/Min,Adult,Female,FALSE,NA,2004,050000000075700000000,Public Records,Public Records,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/,Prison,3800,1710,873
112,state,California,CENTRAL CALIFORNIA WOMENS FACILITY,2021-10-26,https://www.cdcr.ca.gov/covid19/updates/,824,400,1,1,822,390,NA,NA,NA,NA,NA,NA,NA,NA,0,10,2814,2304,NA,NA,1338,NA,23370 ROAD 22,93610,CHOWCHILLA,Madera,37.09368073,-120.1527098,06039,10000801,state,Prison,Max/Min,Adult,Female,FALSE,NA,2004,050000000075700000000,Public Records,Public Records,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/,Prison,3738,1720,910
112,state,California,CENTRAL CALIFORNIA WOMENS FACILITY,2021-10-29,https://www.cdcr.ca.gov/covid19/updates/,829,400,1,1,822,390,NA,NA,NA,NA,NA,NA,NA,NA,5,10,2814,2298,NA,NA,1347,NA,23370 ROAD 22,93610,CHOWCHILLA,Madera,37.09368073,-120.1527098,06039,10000801,state,Prison,Max/Min,Adult,Female,FALSE,NA,2004,050000000075700000000,Public Records,Public Records,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/,Prison,3744,1744,955
112,state,California,CENTRAL CALIFORNIA WOMENS FACILITY,2021-11-02,https://www.cdcr.ca.gov/covid19/updates/,872,401,1,1,822,392,NA,NA,NA,NA,NA,NA,NA,NA,48,9,2814,2292,NA,NA,1343,NA,23370 ROAD 22,93610,CHOWCHILLA,Madera,37.09368073,-120.1527098,06039,10000801,state,Prison,Max/Min,Adult,Female,FALSE,NA,2004,050000000075700000000,Public Records,Public Records,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/,Prison,3749,1749,1019
112,state,California,CENTRAL CALIFORNIA WOMENS FACILITY,2021-11-08,https://www.cdcr.ca.gov/covid19/updates/,936,401,1,1,822,392,NA,NA,NA,NA,NA,NA,NA,NA,112,9,2814,2286,NA,NA,1345,NA,23370 ROAD 22,93610,CHOWCHILLA,Madera,37.09368073,-120.1527098,06039,10000801,state,Prison,Max/Min,Adult,Female,FALSE,NA,2004,050000000075700000000,Public Records,Public Records,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/,Prison,3722,1786,1045
112,state,California,CENTRAL CALIFORNIA WOMENS FACILITY,2021-11-12,https://www.cdcr.ca.gov/covid19/updates/,949,404,1,1,849,398,NA,NA,NA,NA,NA,NA,NA,NA,98,6,2814,2268,NA,NA,1346,NA,23370 ROAD 22,93610,CHOWCHILLA,Madera,37.09368073,-120.1527098,06039,10000801,state,Prison,Max/Min,Adult,Female,FALSE,NA,2004,050000000075700000000,Public Records,Public Records,NA,NA,NA,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/,Prison,3691,1797,856
