,Facility.ID,Name,Date,Residents.Active,Residents.Population,Population.Feb20,215
428303,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-02,0.0,591.0,619.0,24894
428304,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-03,0.0,591.0,619.0,25699
428305,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-04,0.0,591.0,619.0,26225
428306,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-05,0.0,591.0,619.0,27836
428307,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-06,0.0,591.0,619.0,28665
428308,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-07,0.0,591.0,619.0,29511
428309,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-08,0.0,589.0,619.0,30319
428310,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-09,0.0,589.0,619.0,31241
428311,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-10,0.0,589.0,619.0,31703
428312,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-11,0.0,589.0,619.0,32263
428313,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-12,0.0,589.0,619.0,33211
428314,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-13,0.0,589.0,619.0,34538
428315,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-14,0.0,589.0,619.0,35392
428316,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-15,0.0,547.0,619.0,36316
428317,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-16,0.0,547.0,619.0,37360
428318,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-17,0.0,547.0,619.0,38011
428319,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-18,0.0,547.0,619.0,38458
428320,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-19,0.0,547.0,619.0,39573
428321,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-20,0.0,547.0,619.0,40895
428322,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-21,0.0,547.0,619.0,42037
428323,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-22,0.0,557.0,619.0,43070
428324,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-23,0.0,557.0,619.0,44121
428325,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-24,0.0,557.0,619.0,45017
428326,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-25,0.0,557.0,619.0,46023
428327,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-26,0.0,557.0,619.0,47845
428328,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-27,0.0,557.0,619.0,48761
428329,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-28,0.0,557.0,619.0,49860
428330,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-29,0.0,560.0,619.0,51678
428331,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-30,0.0,560.0,619.0,53746
428332,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-05-31,0.0,560.0,619.0,55001
428333,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-01,1.0,560.0,619.0,56011
428334,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-02,1.0,560.0,619.0,57219
428335,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-03,1.0,560.0,619.0,58261
428336,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-04,1.0,560.0,619.0,59692
428337,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-05,1.0,560.0,619.0,61068
428338,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-06,1.0,560.0,619.0,62382
428339,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-07,1.0,560.0,619.0,63844
428340,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-08,1.0,560.0,619.0,64690
428341,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-09,1.0,560.0,619.0,65945
428342,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-10,1.0,560.0,619.0,67111
428343,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-11,1.0,545.0,619.0,68959
428344,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-12,1.0,545.0,619.0,70529
428345,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-13,0.0,545.0,619.0,72057
428346,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-14,0.0,545.0,619.0,73018
428347,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-15,0.0,545.0,619.0,73832
428348,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-16,1.0,545.0,619.0,75162
428349,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-17,1.0,545.0,619.0,77260
428350,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-18,1.0,545.0,619.0,78348
428351,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-19,1.0,545.0,619.0,79655
428352,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-20,1.0,545.0,619.0,81709
428353,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-21,1.0,545.0,619.0,83414
428354,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-22,1.0,545.0,619.0,86017
428355,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-23,0.0,545.0,619.0,88512
428356,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-24,0.0,545.0,619.0,89633
428357,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-25,0.0,571.0,619.0,91577
428358,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-26,0.0,571.0,619.0,93391
428359,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-27,0.0,571.0,619.0,95385
428360,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-28,0.0,571.0,619.0,97918
428361,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-29,0.0,571.0,619.0,100958
428362,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-06-30,2.0,571.0,619.0,103850
428363,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-07-01,2.0,571.0,619.0,105665
428364,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-07-02,2.0,571.0,619.0,107792
428365,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-07-03,2.0,571.0,619.0,107806
428366,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-07-04,2.0,571.0,619.0,107826
428367,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-07-05,2.0,571.0,619.0,115024
428368,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-07-06,2.0,571.0,619.0,116570
428369,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-07-07,2.0,571.0,619.0,120764
428370,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-07-08,2.0,571.0,619.0,123256
428371,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-07-09,2.0,553.0,619.0,124992
428372,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-07-10,2.0,553.0,619.0,127439
428373,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-07-11,2.0,553.0,619.0,130394
428374,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-07-12,2.0,553.0,619.0,133549
428375,2392.0,LOS ANGELES METROPOLITAN DETENTION CENTER,2020-07-13,2.0,553.0,619.0,136357
