,Facility.ID,Name,Date,Residents.Active,Residents.Population,Population.Feb20,County.cumul,County.Pop,County
30169,141.0,NORTH KERN STATE PRISON,2020-11-10,2.0,2223.0,4355.0,35610,900202,kern
30170,141.0,NORTH KERN STATE PRISON,2020-11-12,2.0,2536.0,4355.0,36069,900202,kern
30171,141.0,NORTH KERN STATE PRISON,2020-11-14,3.0,2536.0,4355.0,36470,900202,kern
30172,141.0,NORTH KERN STATE PRISON,2020-11-16,4.0,2536.0,4355.0,36919,900202,kern
30173,141.0,NORTH KERN STATE PRISON,2020-11-18,3.0,2675.0,4355.0,37323,900202,kern
30174,141.0,NORTH KERN STATE PRISON,2020-11-20,5.0,2675.0,4355.0,37982,900202,kern
30175,141.0,NORTH KERN STATE PRISON,2020-11-22,7.0,2675.0,4355.0,38519,900202,kern
30176,141.0,NORTH KERN STATE PRISON,2020-11-23,8.0,2675.0,4355.0,39437,900202,kern
30177,141.0,NORTH KERN STATE PRISON,2020-11-24,8.0,2675.0,4355.0,39721,900202,kern
30178,141.0,NORTH KERN STATE PRISON,2020-11-26,8.0,2660.0,4355.0,40337,900202,kern
30179,141.0,NORTH KERN STATE PRISON,2020-11-29,19.0,2660.0,4355.0,41827,900202,kern
30180,141.0,NORTH KERN STATE PRISON,2020-11-30,18.0,2660.0,4355.0,41957,900202,kern
30181,141.0,NORTH KERN STATE PRISON,2020-12-02,47.0,2630.0,4355.0,42937,900202,kern
30182,141.0,NORTH KERN STATE PRISON,2020-12-04,62.0,2630.0,4355.0,43860,900202,kern
30183,141.0,NORTH KERN STATE PRISON,2020-12-06,70.0,2630.0,4355.0,45078,900202,kern
30184,141.0,NORTH KERN STATE PRISON,2020-12-07,79.0,2630.0,4355.0,45342,900202,kern
30185,141.0,NORTH KERN STATE PRISON,2020-12-09,95.0,2614.0,4355.0,47411,900202,kern
30186,141.0,NORTH KERN STATE PRISON,2020-12-13,201.0,2614.0,4355.0,50624,900202,kern
30187,141.0,NORTH KERN STATE PRISON,2020-12-14,219.0,2614.0,4355.0,51612,900202,kern
30188,141.0,NORTH KERN STATE PRISON,2020-12-16,213.0,2582.0,4355.0,54681,900202,kern
30189,141.0,NORTH KERN STATE PRISON,2020-12-18,260.0,2582.0,4355.0,56687,900202,kern
30190,141.0,NORTH KERN STATE PRISON,2020-12-21,294.0,2582.0,4355.0,59148,900202,kern
30191,141.0,NORTH KERN STATE PRISON,2020-12-22,282.0,2582.0,4355.0,60260,900202,kern
30192,141.0,NORTH KERN STATE PRISON,2020-12-23,275.0,2554.0,4355.0,61324,900202,kern
30193,141.0,NORTH KERN STATE PRISON,2020-12-25,330.0,2554.0,4355.0,63044,900202,kern
30194,141.0,NORTH KERN STATE PRISON,2020-12-27,351.0,2554.0,4355.0,64810,900202,kern
30195,141.0,NORTH KERN STATE PRISON,2020-12-28,352.0,2554.0,4355.0,66526,900202,kern
30196,141.0,NORTH KERN STATE PRISON,2020-12-29,351.0,2554.0,4355.0,67292,900202,kern
30197,141.0,NORTH KERN STATE PRISON,2020-12-30,330.0,2521.0,4355.0,68316,900202,kern
30198,141.0,NORTH KERN STATE PRISON,2021-01-01,367.0,2521.0,4355.0,69484,900202,kern
30199,141.0,NORTH KERN STATE PRISON,2021-01-03,371.0,2521.0,4355.0,71033,900202,kern
30200,141.0,NORTH KERN STATE PRISON,2021-01-04,355.0,2521.0,4355.0,72270,900202,kern
30201,141.0,NORTH KERN STATE PRISON,2021-01-05,332.0,2521.0,4355.0,72878,900202,kern
30202,141.0,NORTH KERN STATE PRISON,2021-01-06,301.0,2513.0,4355.0,73892,900202,kern
30203,141.0,NORTH KERN STATE PRISON,2021-01-08,335.0,2513.0,4355.0,76673,900202,kern
30205,141.0,NORTH KERN STATE PRISON,2021-01-11,270.0,2513.0,4355.0,79728,900202,kern
30206,141.0,NORTH KERN STATE PRISON,2021-01-13,255.0,2487.0,4355.0,81490,900202,kern
30207,141.0,NORTH KERN STATE PRISON,2021-01-15,237.0,2487.0,4355.0,83547,900202,kern
30208,141.0,NORTH KERN STATE PRISON,2021-01-17,162.0,2487.0,4355.0,85362,900202,kern
30209,141.0,NORTH KERN STATE PRISON,2021-01-18,162.0,2487.0,4355.0,86188,900202,kern
30210,141.0,NORTH KERN STATE PRISON,2021-01-20,141.0,2391.0,4355.0,87240,900202,kern
30211,141.0,NORTH KERN STATE PRISON,2021-01-22,134.0,2391.0,4355.0,88399,900202,kern
30212,141.0,NORTH KERN STATE PRISON,2021-01-25,99.0,2391.0,4355.0,90564,900202,kern
30213,141.0,NORTH KERN STATE PRISON,2021-01-27,89.0,2310.0,4355.0,91762,900202,kern
30214,141.0,NORTH KERN STATE PRISON,2021-01-29,89.0,2310.0,4355.0,92992,900202,kern
30215,141.0,NORTH KERN STATE PRISON,2021-01-31,89.0,2310.0,4355.0,94113,900202,kern
30216,141.0,NORTH KERN STATE PRISON,2021-02-01,89.0,2310.0,4355.0,94467,900202,kern
30218,141.0,NORTH KERN STATE PRISON,2021-02-05,57.0,2334.0,4355.0,96514,900202,kern
30219,141.0,NORTH KERN STATE PRISON,2021-02-07,60.0,2334.0,4355.0,97249,900202,kern
30220,141.0,NORTH KERN STATE PRISON,2021-02-08,58.0,2334.0,4355.0,97522,900202,kern
30221,141.0,NORTH KERN STATE PRISON,2021-02-10,58.0,2324.0,4355.0,98636,900202,kern
30222,141.0,NORTH KERN STATE PRISON,2021-02-12,34.0,2324.0,4355.0,99570,900202,kern
30223,141.0,NORTH KERN STATE PRISON,2021-02-14,33.0,2324.0,4355.0,100290,900202,kern
30224,141.0,NORTH KERN STATE PRISON,2021-02-15,33.0,2324.0,4355.0,100434,900202,kern
30225,141.0,NORTH KERN STATE PRISON,2021-02-17,33.0,2496.0,4355.0,100849,900202,kern
30226,141.0,NORTH KERN STATE PRISON,2021-02-19,18.0,2496.0,4355.0,101370,900202,kern
30227,141.0,NORTH KERN STATE PRISON,2021-02-22,16.0,2496.0,4355.0,101849,900202,kern
30228,141.0,NORTH KERN STATE PRISON,2021-02-23,13.0,2496.0,4355.0,102137,900202,kern
30229,141.0,NORTH KERN STATE PRISON,2021-02-24,6.0,2585.0,4355.0,102332,900202,kern
30230,141.0,NORTH KERN STATE PRISON,2021-02-26,6.0,2585.0,4355.0,102998,900202,kern
30231,141.0,NORTH KERN STATE PRISON,2021-02-28,5.0,2585.0,4355.0,103295,900202,kern
30232,141.0,NORTH KERN STATE PRISON,2021-03-01,5.0,2585.0,4355.0,103422,900202,kern
30233,141.0,NORTH KERN STATE PRISON,2021-03-03,2.0,2585.0,4355.0,103756,900202,kern
30234,141.0,NORTH KERN STATE PRISON,2021-03-05,2.0,2666.0,4355.0,104057,900202,kern
30235,141.0,NORTH KERN STATE PRISON,2021-03-07,1.0,2666.0,4355.0,104242,900202,kern
30236,141.0,NORTH KERN STATE PRISON,2021-03-08,1.0,2666.0,4355.0,104307,900202,kern
30237,141.0,NORTH KERN STATE PRISON,2021-03-10,2.0,2666.0,4355.0,104509,900202,kern
30238,141.0,NORTH KERN STATE PRISON,2021-03-12,2.0,2780.0,4355.0,104763,900202,kern
30239,141.0,NORTH KERN STATE PRISON,2021-03-14,2.0,2780.0,4355.0,104878,900202,kern
30240,141.0,NORTH KERN STATE PRISON,2021-03-15,2.0,2780.0,4355.0,104943,900202,kern
30241,141.0,NORTH KERN STATE PRISON,2021-03-17,3.0,2780.0,4355.0,105144,900202,kern
30242,141.0,NORTH KERN STATE PRISON,2021-03-19,5.0,2716.0,4355.0,105368,900202,kern
30243,141.0,NORTH KERN STATE PRISON,2021-03-21,5.0,2716.0,4355.0,105499,900202,kern
30244,141.0,NORTH KERN STATE PRISON,2021-03-22,5.0,2716.0,4355.0,105542,900202,kern
30245,141.0,NORTH KERN STATE PRISON,2021-03-24,1.0,2716.0,4355.0,105810,900202,kern
30246,141.0,NORTH KERN STATE PRISON,2021-03-26,2.0,2828.0,4355.0,105912,900202,kern
30247,141.0,NORTH KERN STATE PRISON,2021-03-28,2.0,2828.0,4355.0,106074,900202,kern
30248,141.0,NORTH KERN STATE PRISON,2021-03-29,1.0,2828.0,4355.0,106127,900202,kern
30249,141.0,NORTH KERN STATE PRISON,2021-03-31,1.0,2828.0,4355.0,106239,900202,kern
30250,141.0,NORTH KERN STATE PRISON,2021-04-02,1.0,3116.0,4355.0,106329,900202,kern
30251,141.0,NORTH KERN STATE PRISON,2021-04-04,2.0,3116.0,4355.0,106460,900202,kern
30252,141.0,NORTH KERN STATE PRISON,2021-04-05,2.0,3095.0,4355.0,106480,900202,kern
30253,141.0,NORTH KERN STATE PRISON,2021-04-07,0.0,3119.0,4355.0,106628,900202,kern
30254,141.0,NORTH KERN STATE PRISON,2021-04-09,0.0,3118.0,4355.0,106984,900202,kern
30255,141.0,NORTH KERN STATE PRISON,2021-04-11,0.0,3126.0,4355.0,107341,900202,kern
30256,141.0,NORTH KERN STATE PRISON,2021-04-12,0.0,3103.0,4355.0,107374,900202,kern
30257,141.0,NORTH KERN STATE PRISON,2021-04-14,1.0,3071.0,4355.0,107591,900202,kern
30258,141.0,NORTH KERN STATE PRISON,2021-04-16,1.0,3111.0,4355.0,107764,900202,kern
30259,141.0,NORTH KERN STATE PRISON,2021-04-18,0.0,3150.0,4355.0,107859,900202,kern
30260,141.0,NORTH KERN STATE PRISON,2021-04-19,0.0,3125.0,4355.0,107879,900202,kern
30261,141.0,NORTH KERN STATE PRISON,2021-04-21,0.0,3171.0,4355.0,108061,900202,kern
30262,141.0,NORTH KERN STATE PRISON,2021-04-23,0.0,3240.0,4355.0,108195,900202,kern
30263,141.0,NORTH KERN STATE PRISON,2021-04-25,0.0,3240.0,4355.0,108280,900202,kern
30264,141.0,NORTH KERN STATE PRISON,2021-04-26,0.0,3207.0,4355.0,108313,900202,kern
30265,141.0,NORTH KERN STATE PRISON,2021-04-28,0.0,3177.0,4355.0,108456,900202,kern
30266,141.0,NORTH KERN STATE PRISON,2021-04-30,0.0,3129.0,4355.0,108545,900202,kern
