,Facility.ID,Name,Date,Residents.Active,Residents.Population,Population.Feb20,County.cumul,County.Pop,County
27739,120.0,FOLSOM STATE PRISON,2020-11-10,0.0,2257.0,2871.0,28719,1552058,sacramento
27740,120.0,FOLSOM STATE PRISON,2020-11-12,0.0,2238.0,2871.0,29506,1552058,sacramento
27741,120.0,FOLSOM STATE PRISON,2020-11-14,0.0,2238.0,2871.0,30357,1552058,sacramento
27742,120.0,FOLSOM STATE PRISON,2020-11-16,0.0,2238.0,2871.0,31018,1552058,sacramento
27743,120.0,FOLSOM STATE PRISON,2020-11-18,0.0,2220.0,2871.0,31891,1552058,sacramento
27744,120.0,FOLSOM STATE PRISON,2020-11-20,0.0,2220.0,2871.0,32917,1552058,sacramento
27745,120.0,FOLSOM STATE PRISON,2020-11-22,0.0,2220.0,2871.0,33524,1552058,sacramento
27746,120.0,FOLSOM STATE PRISON,2020-11-23,0.0,2220.0,2871.0,34257,1552058,sacramento
27747,120.0,FOLSOM STATE PRISON,2020-11-24,0.0,2220.0,2871.0,35221,1552058,sacramento
27748,120.0,FOLSOM STATE PRISON,2020-11-26,1.0,2192.0,2871.0,35988,1552058,sacramento
27749,120.0,FOLSOM STATE PRISON,2020-11-29,9.0,2192.0,2871.0,37565,1552058,sacramento
27750,120.0,FOLSOM STATE PRISON,2020-11-30,9.0,2192.0,2871.0,37992,1552058,sacramento
27751,120.0,FOLSOM STATE PRISON,2020-12-02,9.0,2183.0,2871.0,39505,1552058,sacramento
27752,120.0,FOLSOM STATE PRISON,2020-12-04,9.0,2183.0,2871.0,41256,1552058,sacramento
27753,120.0,FOLSOM STATE PRISON,2020-12-06,9.0,2183.0,2871.0,43035,1552058,sacramento
27754,120.0,FOLSOM STATE PRISON,2020-12-07,8.0,2183.0,2871.0,43661,1552058,sacramento
27755,120.0,FOLSOM STATE PRISON,2020-12-09,1.0,2166.0,2871.0,45562,1552058,sacramento
27756,120.0,FOLSOM STATE PRISON,2020-12-13,2.0,2166.0,2871.0,49830,1552058,sacramento
27757,120.0,FOLSOM STATE PRISON,2020-12-14,2.0,2166.0,2871.0,50685,1552058,sacramento
27758,120.0,FOLSOM STATE PRISON,2020-12-16,2.0,2154.0,2871.0,52586,1552058,sacramento
27759,120.0,FOLSOM STATE PRISON,2020-12-18,2.0,2154.0,2871.0,54449,1552058,sacramento
27760,120.0,FOLSOM STATE PRISON,2020-12-21,1.0,2154.0,2871.0,57585,1552058,sacramento
27761,120.0,FOLSOM STATE PRISON,2020-12-22,1.0,2154.0,2871.0,58504,1552058,sacramento
27762,120.0,FOLSOM STATE PRISON,2020-12-23,1.0,2139.0,2871.0,60219,1552058,sacramento
27763,120.0,FOLSOM STATE PRISON,2020-12-25,2.0,2139.0,2871.0,62205,1552058,sacramento
27764,120.0,FOLSOM STATE PRISON,2020-12-27,3.0,2139.0,2871.0,64028,1552058,sacramento
27765,120.0,FOLSOM STATE PRISON,2020-12-28,3.0,2139.0,2871.0,64960,1552058,sacramento
27766,120.0,FOLSOM STATE PRISON,2020-12-29,3.0,2139.0,2871.0,65741,1552058,sacramento
27767,120.0,FOLSOM STATE PRISON,2020-12-30,3.0,2135.0,2871.0,64797,1552058,sacramento
27768,120.0,FOLSOM STATE PRISON,2021-01-01,3.0,2135.0,2871.0,67664,1552058,sacramento
27769,120.0,FOLSOM STATE PRISON,2021-01-03,3.0,2135.0,2871.0,69299,1552058,sacramento
27770,120.0,FOLSOM STATE PRISON,2021-01-04,3.0,2135.0,2871.0,70926,1552058,sacramento
27771,120.0,FOLSOM STATE PRISON,2021-01-05,2.0,2135.0,2871.0,71449,1552058,sacramento
27772,120.0,FOLSOM STATE PRISON,2021-01-06,1.0,2127.0,2871.0,72372,1552058,sacramento
27773,120.0,FOLSOM STATE PRISON,2021-01-08,0.0,2127.0,2871.0,74083,1552058,sacramento
27775,120.0,FOLSOM STATE PRISON,2021-01-11,0.0,2127.0,2871.0,76888,1552058,sacramento
27776,120.0,FOLSOM STATE PRISON,2021-01-13,0.0,2115.0,2871.0,79173,1552058,sacramento
27777,120.0,FOLSOM STATE PRISON,2021-01-15,0.0,2115.0,2871.0,81216,1552058,sacramento
27778,120.0,FOLSOM STATE PRISON,2021-01-17,1.0,2115.0,2871.0,81117,1552058,sacramento
27779,120.0,FOLSOM STATE PRISON,2021-01-18,1.0,2115.0,2871.0,81523,1552058,sacramento
27780,120.0,FOLSOM STATE PRISON,2021-01-20,1.0,2104.0,2871.0,82700,1552058,sacramento
27781,120.0,FOLSOM STATE PRISON,2021-01-22,1.0,2104.0,2871.0,83905,1552058,sacramento
27782,120.0,FOLSOM STATE PRISON,2021-01-25,2.0,2104.0,2871.0,85715,1552058,sacramento
27783,120.0,FOLSOM STATE PRISON,2021-01-27,2.0,2077.0,2871.0,86505,1552058,sacramento
27784,120.0,FOLSOM STATE PRISON,2021-01-29,3.0,2077.0,2871.0,87419,1552058,sacramento
27785,120.0,FOLSOM STATE PRISON,2021-01-31,5.0,2077.0,2871.0,87669,1552058,sacramento
27786,120.0,FOLSOM STATE PRISON,2021-02-01,5.0,2077.0,2871.0,87981,1552058,sacramento
27788,120.0,FOLSOM STATE PRISON,2021-02-05,7.0,2062.0,2871.0,89157,1552058,sacramento
27789,120.0,FOLSOM STATE PRISON,2021-02-07,7.0,2062.0,2871.0,90100,1552058,sacramento
27790,120.0,FOLSOM STATE PRISON,2021-02-08,8.0,2062.0,2871.0,90457,1552058,sacramento
27791,120.0,FOLSOM STATE PRISON,2021-02-10,8.0,2051.0,2871.0,90849,1552058,sacramento
27792,120.0,FOLSOM STATE PRISON,2021-02-12,5.0,2051.0,2871.0,91459,1552058,sacramento
27793,120.0,FOLSOM STATE PRISON,2021-02-14,5.0,2051.0,2871.0,92067,1552058,sacramento
27794,120.0,FOLSOM STATE PRISON,2021-02-15,2.0,2051.0,2871.0,92306,1552058,sacramento
